nome_munic,datahora,latitude,longitude,casos,obitos,casos_pc,obitos_pc
Botucatu,2020-08-22,-22.8837,-48.4437,1653,29,1171.21904559464,20.547702554291998
Botucatu,2020-08-23,-22.8837,-48.4437,1683,29,1192.47528961632,20.547702554291998
Botucatu,2020-08-24,-22.8837,-48.4437,1703,29,1206.64611896411,20.547702554291998
Botucatu,2020-08-25,-22.8837,-48.4437,1713,30,1213.73153363801,21.2562440216814
Botucatu,2020-08-26,-22.8837,-48.4437,1770,30,1254.1183972792,21.2562440216814
Botucatu,2020-08-27,-22.8837,-48.4437,1777,31,1259.0781875509301,21.964785489070703
Botucatu,2020-08-28,-22.8837,-48.4437,1815,31,1286.00276331172,21.964785489070703
Botucatu,2020-08-29,-22.8837,-48.4437,1818,31,1288.12838771389,21.964785489070703
Botucatu,2020-08-30,-22.8837,-48.4437,1822,31,1290.96255358345,21.964785489070703
Botucatu,2020-08-31,-22.8837,-48.4437,1825,31,1293.08817798562,21.964785489070703
Botucatu,2020-09-01,-22.8837,-48.4437,1864,32,1320.7212952138,22.673326956460098
Botucatu,2020-09-02,-22.8837,-48.4437,1903,32,1348.35441244199,22.673326956460098
Botucatu,2020-09-03,-22.8837,-48.4437,1917,32,1358.2739929854401,22.673326956460098
Botucatu,2020-09-04,-22.8837,-48.4437,1954,32,1384.49002727885,22.673326956460098
Botucatu,2020-09-05,-22.8837,-48.4437,1973,33,1397.95231515924,23.3818684238495
Botucatu,2020-09-06,-22.8837,-48.4437,1986,33,1407.16335423531,23.3818684238495
Botucatu,2020-09-07,-22.8837,-48.4437,2004,33,1419.91710064832,23.3818684238495
Botucatu,2020-09-08,-22.8837,-48.4437,2004,33,1419.91710064832,23.3818684238495
Botucatu,2020-09-09,-22.8837,-48.4437,2016,36,1428.41959825699,25.507492826017604
Botucatu,2020-09-10,-22.8837,-48.4437,2040,36,1445.42459347433,25.507492826017604
Botucatu,2020-09-11,-22.8837,-48.4437,2059,37,1458.8868813547301,26.216034293407002
Botucatu,2020-09-12,-22.8837,-48.4437,2090,38,1480.8516668438,26.924575760796397
Botucatu,2020-09-13,-22.8837,-48.4437,2093,38,1482.9772912459698,26.924575760796397
Botucatu,2020-09-14,-22.8837,-48.4437,2096,38,1485.10291564814,26.924575760796397
Botucatu,2020-09-15,-22.8837,-48.4437,2115,39,1498.56520352854,27.633117228185803
Botucatu,2020-09-16,-22.8837,-48.4437,2138,39,1514.86165727849,27.633117228185803
Botucatu,2020-09-17,-22.8837,-48.4437,2164,40,1533.2837354306198,28.341658695575198
Botucatu,2020-09-18,-22.8837,-48.4437,2201,40,1559.4997697240199,28.341658695575198
Botucatu,2020-09-19,-22.8837,-48.4437,2235,40,1583.59017961526,28.341658695575198
Botucatu,2020-09-20,-22.8837,-48.4437,2235,40,1583.59017961526,28.341658695575198
Botucatu,2020-09-21,-22.8837,-48.4437,2253,41,1596.34392602827,29.0502001629645
Botucatu,2020-09-22,-22.8837,-48.4437,2255,41,1597.76100896305,29.0502001629645
Botucatu,2020-09-23,-22.8837,-48.4437,2274,41,1611.22329684345,29.0502001629645
Botucatu,2020-09-24,-22.8837,-48.4437,2281,41,1616.1830871151699,29.0502001629645
Botucatu,2020-09-25,-22.8837,-48.4437,2302,42,1631.06245793035,29.7587416303539
Botucatu,2020-09-26,-22.8837,-48.4437,2314,42,1639.5649555390198,29.7587416303539
Botucatu,2020-09-27,-22.8837,-48.4437,2314,42,1639.5649555390198,29.7587416303539
Botucatu,2020-09-28,-22.8837,-48.4437,2314,42,1639.5649555390198,29.7587416303539
Botucatu,2020-09-29,-22.8837,-48.4437,2328,42,1649.4845360824697,29.7587416303539
Botucatu,2020-09-30,-22.8837,-48.4437,2346,42,1662.23828249548,29.7587416303539
Botucatu,2020-10-01,-22.8837,-48.4437,2359,44,1671.44932157154,31.1758245651327
Botucatu,2020-10-02,-22.8837,-48.4437,2379,44,1685.6201509193302,31.1758245651327
Botucatu,2020-10-03,-22.8837,-48.4437,2393,44,1695.53973146278,31.1758245651327
