nome_munic,porcentagem_vacinada,doses_aplicadas,populacao,datahora,latitude,longitude,casos,obitos,casos_pc,obitos_pc
IBIÚNA,0.322185735,25607,79479,2021-06-30,-23.6596,-47.223,4415,121,5776.527541541279,158.314797854246
SERRA AZUL,0.321273613,4813,14981,2021-06-30,-21.3074,-47.5602,1148,14,9347.011887314771,113.98794984530198
PIRAPORA DO BOM JESUS,0.320679946,6150,19178,2021-06-30,-23.3965,-46.9991,1408,15,7469.09978250491,79.5713755238449
SUMARÉ,0.320207819,91647,286211,2021-06-30,-22.8204,-47.2728,22966,703,8109.1196700704795,248.22394531305198
PIRAJUÍ,0.319841362,8226,25719,2021-06-30,-21.999,-49.4608,2085,48,8964.27189475042,206.37172707339099
LAVRINHAS,0.319244973,2334,7311,2021-06-30,-22.57,-44.9024,302,4,4213.757499651179,55.8113576112739
LUÍS ANTÔNIO,0.317944023,4862,15292,2021-06-30,-21.55,-47.7801,1807,29,12755.8943950304,204.71551602428298
BURI,0.31740546,6337,19965,2021-06-30,-23.7977,-48.5958,2447,78,12435.2068299624,396.38174611241
CRUZEIRO,0.314093326,25935,82571,2021-06-30,-22.5728,-44.969,5867,77,7340.448158945041,96.3379083413615
BOM SUCESSO DE ITARARÉ,0.314006024,1251,3984,2021-06-30,-24.3155,-49.1451,186,5,4817.40481740482,129.50012950013002
CABREÚVA,0.313053997,15787,50429,2021-06-30,-23.3053,-47.1362,3583,90,7248.63443253085,182.07566255310502
EMBU-GUAÇU,0.31295689600000004,21876,69901,2021-06-30,-23.8297,-46.8136,4637,188,6813.806885809589,276.255271626526
IRACEMÁPOLIS,0.311895669,7677,24614,2021-06-30,-22.5832,-47.523,4192,89,17722.1611566754,376.257715396973
CANAS,0.310146042,1614,5204,2021-06-30,-22.7003,-45.0521,203,4,4008.6887835703,78.9889415481832
ITAPECERICA DA SERRA,0.30966667,55016,177662,2021-06-30,-23.7161,-46.8572,7467,419,4402.21909102164,247.024213089336
SANTANA DE PARNAÍBA,0.309653481,44064,142301,2021-06-30,-23.4439,-46.9178,13298,332,9627.02342686705,240.34981032635397
MAUÁ,0.307501591,146848,477552,2021-06-30,-23.6677,-46.4613,26561,1391,5772.47398572584,302.304556083906
BOITUVA,0.306964774,19084,62170,2021-06-30,-23.2855,-47.6786,6003,168,10477.9026740208,293.234657543811
BARRINHA,0.30376733,10079,33180,2021-06-30,-21.1864,-48.1636,1591,63,4919.908466819221,194.817242872163
QUELUZ,0.302734088,4119,13606,2021-06-30,-22.5312,-44.7781,938,6,7418.5384372034205,47.45333755140779
COSMÓPOLIS,0.30105887800000003,22120,73474,2021-06-30,-22.6419,-47.1926,6762,157,9486.26581745742,220.25195701579602
VISTA ALEGRE DO ALTO,0.30003337399999996,2697,8989,2021-06-30,-21.1692,-48.6284,807,11,10069.8777140005,137.259795358123
PRACINHA,0.295584046,1245,4212,2021-06-30,-21.8496,-51.0868,173,1,5938.894610367321,34.3288705801579
NOVAIS,0.291505467,1733,5945,2021-06-30,-20.9893,-48.9141,293,11,5318.56961335996,199.67326193501498
SOROCABA,0.288624398,198388,687357,2021-06-30,-23.4969,-47.4451,64804,2330,9840.45178248477,353.80921938753
FERRAZ DE VASCONCELOS,0.288346056,56660,196500,2021-06-30,-23.5411,-46.371,9463,390,4902.16901423043,202.03380699036998
VARGEM GRANDE PAULISTA,0.285722301,15277,53468,2021-06-30,-23.5993,-47.022,2296,91,4351.61669383268,172.47261286532
PONTAL,0.282938724,14388,50852,2021-06-30,-21.0216,-48.0423,4836,152,9812.71432339752,308.422782703975
GUAREÍ,0.281675226,5320,18887,2021-06-30,-23.3714,-48.1837,3191,26,20260.3174603175,165.079365079365
ARAÇARIGUAMA,0.278652668,6370,22860,2021-06-30,-23.4366,-47.0608,1781,59,8489.037178265009,281.22020972354596
ITAQUAQUECETUBA,0.276741216,103781,375011,2021-06-30,-23.4835,-46.3457,16938,850,4570.56199725302,229.36460607303502
RIOLÂNDIA,0.27622350100000004,3505,12689,2021-06-30,-19.9868,-49.6836,1826,26,15974.1055025807,227.451666520864
POTIM,0.27564663699999997,6927,25130,2021-06-30,-22.8343,-45.2552,1707,37,8245.58013718481,178.72669307313302
JANDIRA,0.27526195800000003,34781,126356,2021-06-30,-23.5275,-46.9023,6915,272,5594.52440474746,220.059383671917
ITAPEVI,0.273641793,65937,240961,2021-06-30,-23.5488,-46.9327,11093,602,4666.53205112025,253.24549668929902
ITUPEVA,0.27093117699999997,17018,62813,2021-06-30,-23.1526,-47.0593,5677,120,9596.17302523707,202.84318531415298
PALMARES PAULISTA,0.260788966,3517,13486,2021-06-30,-21.0854,-48.8037,1384,39,10648.6112179734,300.06924674925
IPERÓ,0.26069434199999997,9897,37964,2021-06-30,-23.3513,-47.6927,2679,44,7798.67256637168,128.085700978109
VÁRZEA PAULISTA,0.257306758,31667,123071,2021-06-30,-23.2136,-46.8234,6978,207,5789.18986186585,171.734351018376
IARAS,0.241042345,2294,9517,2021-06-30,-22.8682,-49.1634,281,19,4076.0081230055102,275.60197272991
LAVÍNIA,0.227350427,2793,12285,2021-06-30,-21.1639,-51.0412,883,15,10388.2352941176,176.470588235294
RIO GRANDE DA SERRA,0.220118205,11322,51436,2021-06-30,-23.7437,-46.3971,2008,76,4030.8334671591497,152.561426047856
BALBINOS,0.175261207,1040,5934,2021-06-30,-21.8963,-49.3619,350,4,9449.24406047516,107.991360691145
